/usr/local/lib/python3.10/dist-packages/torch/utils/_pytree.py:185: FutureWarning: optree is installed but the version is too old to support PyTorch Dynamo in C++ pytree. C++ pytree support is disabled. Please consider upgrading optree using `python3 -m pip install --upgrade 'optree>=0.13.0'`.
  warnings.warn(
/usr/lib/python3/dist-packages/requests/__init__.py:87: RequestsDependencyWarning: urllib3 (2.5.0) or chardet (4.0.0) doesn't match a supported version!
  warnings.warn("urllib3 ({}) or chardet ({}) doesn't match a supported "
wandb: Currently logged in as: bloggerwang1217 (bloggerwang1217-national-taiwan-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run 62yema0t
wandb: Tracking run with wandb version 0.23.0
wandb: Run data is saved locally in /home/bloggerwang/robot-vaccum-rl/wandb/run-20251118_054540-62yema0t
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run collision-50-energy-100-epsilon-0
wandb: ⭐️ View project at https://wandb.ai/lazyhao-national-taiwan-university/robot-vacuum-rl
wandb: 🚀 View run at https://wandb.ai/lazyhao-national-taiwan-university/robot-vacuum-rl/runs/62yema0t
Using device: cuda
[Episode 0] Steps: 2 | Survival: 1/4 | Mean Reward: -0.86 | Collisions: 1 | Kills: 0
[Episode 482] Steps: 2 | Survival: 1/4 | Mean Reward: -0.86 | Collisions: 1 | Kills: 0
[Episode 483] Steps: 2 | Survival: 1/4 | Mean Reward: -0.86 | Collisions: 1 | Kills: 0
[Episode 484] Steps: 2 | Survival: 1/4 | Mean Reward: -0.86 | Collisions: 1 | Kills: 0
[Episode 485] Steps: 2 | Survival: 1/4 | Mean Reward: -0.86 | Collisions: 1 | Kills: 0
[Episode 486] Steps: 2 | Survival: 1/4 | Mean Reward: -0.86 | Collisions: 1 | Kills: 0
[Episode 487] Steps: 2 | Survival: 1/4 | Mean Reward: -0.86 | Collisions: 1 | Kills: 0
[Episode 488] Steps: 2 | Survival: 1/4 | Mean Reward: -0.86 | Collisions: 1 | Kills: 0
[Episode 489] Steps: 2 | Survival: 1/4 | Mean Reward: -0.86 | Collisions: 1 | Kills: 0
[Episode 490] Steps: 2 | Survival: 1/4 | Mean Reward: -0.86 | Collisions: 1 | Kills: 0
[Episode 491] Steps: 2 | Survival: 1/4 | Mean Reward: -0.86 | Collisions: 1 | Kills: 0
[Episode 492] Steps: 2 | Survival: 1/4 | Mean Reward: -0.86 | Collisions: 1 | Kills: 0
[Episode 493] Steps: 2 | Survival: 1/4 | Mean Reward: -0.86 | Collisions: 1 | Kills: 0
[Episode 494] Steps: 2 | Survival: 1/4 | Mean Reward: -0.86 | Collisions: 1 | Kills: 0
[Episode 495] Steps: 2 | Survival: 1/4 | Mean Reward: -0.86 | Collisions: 1 | Kills: 0
[Episode 496] Steps: 2 | Survival: 1/4 | Mean Reward: -0.86 | Collisions: 1 | Kills: 0
[Episode 497] Steps: 2 | Survival: 1/4 | Mean Reward: -0.86 | Collisions: 1 | Kills: 0
[Episode 498] Steps: 2 | Survival: 1/4 | Mean Reward: -0.86 | Collisions: 1 | Kills: 0
[Episode 499] Steps: 2 | Survival: 1/4 | Mean Reward: -0.86 | Collisions: 1 | Kills: 0
[Episode 500] Steps: 2 | Survival: 1/4 | Mean Reward: -0.74 | Collisions: 0 | Kills: 0
[Episode 501] Steps: 2 | Survival: 2/4 | Mean Reward: -0.36 | Collisions: 1 | Kills: 0
[Episode 502] Steps: 2 | Survival: 2/4 | Mean Reward: -0.36 | Collisions: 1 | Kills: 0
[Episode 503] Steps: 2 | Survival: 3/4 | Mean Reward: 0.14 | Collisions: 1 | Kills: 0
[Episode 504] Steps: 2 | Survival: 3/4 | Mean Reward: 0.14 | Collisions: 1 | Kills: 0
[Episode 505] Steps: 4 | Survival: 3/4 | Mean Reward: 0.66 | Collisions: 1 | Kills: 0
[Episode 506] Steps: 4 | Survival: 3/4 | Mean Reward: 0.41 | Collisions: 1 | Kills: 0
[Episode 507] Steps: 2 | Survival: 3/4 | Mean Reward: 0.14 | Collisions: 0 | Kills: 0
[Episode 508] Steps: 2 | Survival: 3/4 | Mean Reward: 0.14 | Collisions: 0 | Kills: 0
[Episode 509] Steps: 2 | Survival: 3/4 | Mean Reward: 0.14 | Collisions: 0 | Kills: 0
[Episode 510] Steps: 2 | Survival: 3/4 | Mean Reward: 0.14 | Collisions: 0 | Kills: 0
[Episode 511] Steps: 2 | Survival: 3/4 | Mean Reward: 0.14 | Collisions: 0 | Kills: 0
[Episode 512] Steps: 4 | Survival: 2/4 | Mean Reward: 0.15 | Collisions: 1 | Kills: 0
[Episode 513] Steps: 5 | Survival: 3/4 | Mean Reward: 0.69 | Collisions: 1 | Kills: 0
[Episode 514] Steps: 2 | Survival: 3/4 | Mean Reward: 0.26 | Collisions: 0 | Kills: 0
[Episode 515] Steps: 2 | Survival: 3/4 | Mean Reward: 0.26 | Collisions: 0 | Kills: 0
[Episode 516] Steps: 2 | Survival: 3/4 | Mean Reward: 0.26 | Collisions: 0 | Kills: 0
[Episode 517] Steps: 2 | Survival: 3/4 | Mean Reward: 0.26 | Collisions: 0 | Kills: 0
[Episode 518] Steps: 5 | Survival: 3/4 | Mean Reward: 0.91 | Collisions: 1 | Kills: 0
[Episode 519] Steps: 5 | Survival: 3/4 | Mean Reward: 0.91 | Collisions: 1 | Kills: 0
[Episode 520] Steps: 5 | Survival: 3/4 | Mean Reward: 0.91 | Collisions: 1 | Kills: 0
[Episode 521] Steps: 5 | Survival: 3/4 | Mean Reward: 0.91 | Collisions: 1 | Kills: 0
[Episode 522] Steps: 4 | Survival: 3/4 | Mean Reward: 0.78 | Collisions: 1 | Kills: 0
[Episode 523] Steps: 2 | Survival: 3/4 | Mean Reward: 0.26 | Collisions: 0 | Kills: 0
[Episode 524] Steps: 2 | Survival: 3/4 | Mean Reward: 0.26 | Collisions: 0 | Kills: 0
[Episode 525] Steps: 2 | Survival: 3/4 | Mean Reward: 0.26 | Collisions: 0 | Kills: 0
[Episode 526] Steps: 2 | Survival: 3/4 | Mean Reward: 0.26 | Collisions: 0 | Kills: 0
[Episode 527] Steps: 44 | Survival: 3/4 | Mean Reward: 10.83 | Collisions: 2 | Kills: 0
[Episode 528] Steps: 95 | Survival: 3/4 | Mean Reward: 24.21 | Collisions: 1 | Kills: 0
[Episode 529] Steps: 100 | Survival: 3/4 | Mean Reward: 25.50 | Collisions: 0 | Kills: 0
[Episode 530] Steps: 100 | Survival: 3/4 | Mean Reward: 25.50 | Collisions: 0 | Kills: 0
[Episode 531] Steps: 100 | Survival: 3/4 | Mean Reward: 25.50 | Collisions: 0 | Kills: 0
[Episode 532] Steps: 100 | Survival: 3/4 | Mean Reward: 25.50 | Collisions: 0 | Kills: 0
[Episode 533] Steps: 100 | Survival: 3/4 | Mean Reward: 25.50 | Collisions: 0 | Kills: 0
[Episode 534] Steps: 100 | Survival: 3/4 | Mean Reward: 25.50 | Collisions: 0 | Kills: 0
[Episode 535] Steps: 100 | Survival: 3/4 | Mean Reward: 25.50 | Collisions: 0 | Kills: 0
[Episode 536] Steps: 100 | Survival: 3/4 | Mean Reward: 25.50 | Collisions: 0 | Kills: 0
[Episode 537] Steps: 51 | Survival: 3/4 | Mean Reward: 12.88 | Collisions: 1 | Kills: 0
[Episode 538] Steps: 100 | Survival: 2/4 | Mean Reward: 25.49 | Collisions: 0 | Kills: 0
[Episode 539] Steps: 100 | Survival: 3/4 | Mean Reward: 25.50 | Collisions: 0 | Kills: 0
[Episode 540] Steps: 100 | Survival: 2/4 | Mean Reward: 25.49 | Collisions: 0 | Kills: 0
[Episode 541] Steps: 100 | Survival: 3/4 | Mean Reward: 25.50 | Collisions: 0 | Kills: 0
[Episode 542] Steps: 100 | Survival: 2/4 | Mean Reward: 25.49 | Collisions: 0 | Kills: 0
[Episode 543] Steps: 100 | Survival: 2/4 | Mean Reward: 25.49 | Collisions: 0 | Kills: 0
[Episode 544] Steps: 100 | Survival: 3/4 | Mean Reward: 25.75 | Collisions: 0 | Kills: 0
[Episode 545] Steps: 100 | Survival: 3/4 | Mean Reward: 38.25 | Collisions: 0 | Kills: 0
[Episode 546] Steps: 100 | Survival: 3/4 | Mean Reward: 38.25 | Collisions: 0 | Kills: 0
[Episode 547] Steps: 100 | Survival: 3/4 | Mean Reward: 38.25 | Collisions: 1 | Kills: 0
[Episode 548] Steps: 100 | Survival: 3/4 | Mean Reward: 38.25 | Collisions: 0 | Kills: 0
[Episode 549] Steps: 100 | Survival: 3/4 | Mean Reward: 38.25 | Collisions: 0 | Kills: 0
[Episode 550] Steps: 100 | Survival: 3/4 | Mean Reward: 38.25 | Collisions: 0 | Kills: 0
[Episode 551] Steps: 100 | Survival: 3/4 | Mean Reward: 38.25 | Collisions: 0 | Kills: 0
[Episode 552] Steps: 100 | Survival: 3/4 | Mean Reward: 38.25 | Collisions: 0 | Kills: 0
[Episode 553] Steps: 100 | Survival: 3/4 | Mean Reward: 38.25 | Collisions: 0 | Kills: 0
[Episode 554] Steps: 100 | Survival: 3/4 | Mean Reward: 38.25 | Collisions: 0 | Kills: 0
[Episode 555] Steps: 100 | Survival: 3/4 | Mean Reward: 38.25 | Collisions: 0 | Kills: 0
[Episode 556] Steps: 100 | Survival: 3/4 | Mean Reward: 38.25 | Collisions: 0 | Kills: 0
[Episode 557] Steps: 100 | Survival: 3/4 | Mean Reward: 38.25 | Collisions: 0 | Kills: 0
[Episode 558] Steps: 51 | Survival: 3/4 | Mean Reward: 19.38 | Collisions: 0 | Kills: 0
[Episode 559] Steps: 100 | Survival: 3/4 | Mean Reward: 38.25 | Collisions: 0 | Kills: 0
[Episode 560] Steps: 100 | Survival: 3/4 | Mean Reward: 38.25 | Collisions: 0 | Kills: 0
[Episode 561] Steps: 100 | Survival: 3/4 | Mean Reward: 38.25 | Collisions: 0 | Kills: 0
[Episode 562] Steps: 100 | Survival: 3/4 | Mean Reward: 38.25 | Collisions: 0 | Kills: 0
[Episode 563] Steps: 100 | Survival: 3/4 | Mean Reward: 38.25 | Collisions: 0 | Kills: 0
[Episode 564] Steps: 100 | Survival: 3/4 | Mean Reward: 38.25 | Collisions: 0 | Kills: 0
[Episode 565] Steps: 57 | Survival: 3/4 | Mean Reward: 21.82 | Collisions: 0 | Kills: 0
[Episode 566] Steps: 100 | Survival: 3/4 | Mean Reward: 38.25 | Collisions: 0 | Kills: 0
[Episode 567] Steps: 500 | Survival: 4/4 | Mean Reward: 201.12 | Collisions: 0 | Kills: 0
[Episode 568] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 569] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 570] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 571] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 572] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 573] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 574] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 575] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 576] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 577] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 578] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 579] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 580] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 581] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 582] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 583] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 584] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 585] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 586] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 587] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 588] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 589] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 590] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 591] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 592] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 593] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 594] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 595] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 596] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 597] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 598] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 599] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 600] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 601] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 602] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 603] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 604] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 605] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 606] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 607] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 608] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 609] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 610] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 611] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 612] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 613] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 614] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 615] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 616] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 617] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 618] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 619] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 620] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 621] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 622] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 623] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 624] Steps: 500 | Survival: 4/4 | Mean Reward: 254.87 | Collisions: 0 | Kills: 0
[Episode 625] Steps: 500 | Survival: 4/4 | Mean Reward: 254.75 | Collisions: 0 | Kills: 0
[Episode 626] Steps: 500 | Survival: 4/4 | Mean Reward: 254.75 | Collisions: 0 | Kills: 0
[Episode 627] Steps: 500 | Survival: 4/4 | Mean Reward: 254.75 | Collisions: 0 | Kills: 0
[Episode 628] Steps: 500 | Survival: 4/4 | Mean Reward: 253.37 | Collisions: 0 | Kills: 0
[Episode 629] Steps: 500 | Survival: 4/4 | Mean Reward: 251.12 | Collisions: 0 | Kills: 0
[Episode 630] Steps: 500 | Survival: 4/4 | Mean Reward: 251.25 | Collisions: 0 | Kills: 0
[Episode 631] Steps: 500 | Survival: 4/4 | Mean Reward: 253.75 | Collisions: 0 | Kills: 0
[Episode 632] Steps: 500 | Survival: 4/4 | Mean Reward: 254.25 | Collisions: 0 | Kills: 0
[Episode 633] Steps: 500 | Survival: 4/4 | Mean Reward: 254.75 | Collisions: 0 | Kills: 0
[Episode 634] Steps: 500 | Survival: 4/4 | Mean Reward: 254.25 | Collisions: 0 | Kills: 0
[Episode 635] Steps: 500 | Survival: 4/4 | Mean Reward: 254.00 | Collisions: 0 | Kills: 0
[Episode 636] Steps: 500 | Survival: 4/4 | Mean Reward: 253.87 | Collisions: 0 | Kills: 0
[Episode 637] Steps: 500 | Survival: 4/4 | Mean Reward: 254.12 | Collisions: 0 | Kills: 0
[Episode 638] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 639] Steps: 500 | Survival: 4/4 | Mean Reward: 254.75 | Collisions: 0 | Kills: 0
[Episode 640] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 641] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 642] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 643] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 644] Steps: 500 | Survival: 4/4 | Mean Reward: 254.75 | Collisions: 0 | Kills: 0
[Episode 645] Steps: 500 | Survival: 4/4 | Mean Reward: 254.75 | Collisions: 0 | Kills: 0
[Episode 646] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 647] Steps: 500 | Survival: 4/4 | Mean Reward: 254.87 | Collisions: 0 | Kills: 0
[Episode 648] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 649] Steps: 500 | Survival: 4/4 | Mean Reward: 254.75 | Collisions: 0 | Kills: 0
[Episode 650] Steps: 500 | Survival: 4/4 | Mean Reward: 254.87 | Collisions: 0 | Kills: 0
[Episode 651] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 652] Steps: 500 | Survival: 4/4 | Mean Reward: 254.75 | Collisions: 0 | Kills: 0
[Episode 653] Steps: 500 | Survival: 4/4 | Mean Reward: 254.87 | Collisions: 0 | Kills: 0
[Episode 654] Steps: 500 | Survival: 4/4 | Mean Reward: 254.50 | Collisions: 0 | Kills: 0
[Episode 655] Steps: 500 | Survival: 4/4 | Mean Reward: 254.17 | Collisions: 0 | Kills: 0
[Episode 656] Steps: 500 | Survival: 4/4 | Mean Reward: 254.50 | Collisions: 0 | Kills: 0
[Episode 657] Steps: 500 | Survival: 4/4 | Mean Reward: 254.50 | Collisions: 0 | Kills: 0
[Episode 658] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 659] Steps: 500 | Survival: 4/4 | Mean Reward: 254.71 | Collisions: 0 | Kills: 0
[Episode 660] Steps: 500 | Survival: 4/4 | Mean Reward: 253.62 | Collisions: 0 | Kills: 0
[Episode 661] Steps: 500 | Survival: 4/4 | Mean Reward: 254.25 | Collisions: 0 | Kills: 0
[Episode 662] Steps: 500 | Survival: 4/4 | Mean Reward: 254.12 | Collisions: 0 | Kills: 0
[Episode 663] Steps: 500 | Survival: 4/4 | Mean Reward: 253.82 | Collisions: 0 | Kills: 0
[Episode 664] Steps: 500 | Survival: 4/4 | Mean Reward: 253.87 | Collisions: 0 | Kills: 0
[Episode 665] Steps: 500 | Survival: 4/4 | Mean Reward: 254.62 | Collisions: 0 | Kills: 0
[Episode 666] Steps: 500 | Survival: 4/4 | Mean Reward: 253.87 | Collisions: 0 | Kills: 0
[Episode 667] Steps: 500 | Survival: 4/4 | Mean Reward: 254.25 | Collisions: 0 | Kills: 0
[Episode 668] Steps: 500 | Survival: 4/4 | Mean Reward: 254.87 | Collisions: 0 | Kills: 0
[Episode 669] Steps: 500 | Survival: 4/4 | Mean Reward: 254.50 | Collisions: 0 | Kills: 0
[Episode 670] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 671] Steps: 500 | Survival: 4/4 | Mean Reward: 254.37 | Collisions: 0 | Kills: 0
[Episode 672] Steps: 500 | Survival: 4/4 | Mean Reward: 254.12 | Collisions: 0 | Kills: 0
[Episode 673] Steps: 500 | Survival: 4/4 | Mean Reward: 254.37 | Collisions: 0 | Kills: 0
[Episode 674] Steps: 500 | Survival: 4/4 | Mean Reward: 254.75 | Collisions: 0 | Kills: 0
[Episode 675] Steps: 500 | Survival: 4/4 | Mean Reward: 254.00 | Collisions: 0 | Kills: 0
[Episode 676] Steps: 500 | Survival: 4/4 | Mean Reward: 254.87 | Collisions: 0 | Kills: 0
[Episode 677] Steps: 500 | Survival: 4/4 | Mean Reward: 254.75 | Collisions: 0 | Kills: 0
[Episode 678] Steps: 500 | Survival: 4/4 | Mean Reward: 254.75 | Collisions: 0 | Kills: 0
[Episode 679] Steps: 500 | Survival: 4/4 | Mean Reward: 254.50 | Collisions: 0 | Kills: 0
[Episode 680] Steps: 500 | Survival: 4/4 | Mean Reward: 254.25 | Collisions: 0 | Kills: 0
[Episode 681] Steps: 500 | Survival: 4/4 | Mean Reward: 254.11 | Collisions: 0 | Kills: 0
[Episode 682] Steps: 500 | Survival: 4/4 | Mean Reward: 254.00 | Collisions: 0 | Kills: 0
[Episode 683] Steps: 500 | Survival: 4/4 | Mean Reward: 254.75 | Collisions: 0 | Kills: 0
[Episode 684] Steps: 500 | Survival: 4/4 | Mean Reward: 253.87 | Collisions: 0 | Kills: 0
[Episode 685] Steps: 500 | Survival: 4/4 | Mean Reward: 254.87 | Collisions: 0 | Kills: 0
[Episode 686] Steps: 500 | Survival: 4/4 | Mean Reward: 254.20 | Collisions: 0 | Kills: 0
[Episode 687] Steps: 500 | Survival: 4/4 | Mean Reward: 253.95 | Collisions: 0 | Kills: 0
[Episode 688] Steps: 500 | Survival: 4/4 | Mean Reward: 253.62 | Collisions: 0 | Kills: 0
[Episode 689] Steps: 500 | Survival: 4/4 | Mean Reward: 251.01 | Collisions: 0 | Kills: 0
[Episode 690] Steps: 500 | Survival: 4/4 | Mean Reward: 253.24 | Collisions: 0 | Kills: 0
[Episode 691] Steps: 500 | Survival: 4/4 | Mean Reward: 254.67 | Collisions: 0 | Kills: 0
[Episode 692] Steps: 500 | Survival: 4/4 | Mean Reward: 249.75 | Collisions: 0 | Kills: 0
[Episode 693] Steps: 500 | Survival: 4/4 | Mean Reward: 253.50 | Collisions: 0 | Kills: 0
[Episode 694] Steps: 500 | Survival: 4/4 | Mean Reward: 253.52 | Collisions: 0 | Kills: 0
[Episode 695] Steps: 500 | Survival: 4/4 | Mean Reward: 254.00 | Collisions: 0 | Kills: 0
[Episode 696] Steps: 500 | Survival: 4/4 | Mean Reward: 254.37 | Collisions: 0 | Kills: 0
[Episode 697] Steps: 500 | Survival: 4/4 | Mean Reward: 252.87 | Collisions: 0 | Kills: 0
[Episode 698] Steps: 500 | Survival: 4/4 | Mean Reward: 253.87 | Collisions: 0 | Kills: 0
[Episode 699] Steps: 500 | Survival: 4/4 | Mean Reward: 253.12 | Collisions: 0 | Kills: 0
[Episode 700] Steps: 500 | Survival: 4/4 | Mean Reward: 253.95 | Collisions: 0 | Kills: 0
[Episode 701] Steps: 500 | Survival: 4/4 | Mean Reward: 254.50 | Collisions: 0 | Kills: 0
[Episode 702] Steps: 500 | Survival: 4/4 | Mean Reward: 250.87 | Collisions: 0 | Kills: 0
[Episode 703] Steps: 500 | Survival: 4/4 | Mean Reward: 254.62 | Collisions: 0 | Kills: 0
[Episode 704] Steps: 500 | Survival: 4/4 | Mean Reward: 254.75 | Collisions: 0 | Kills: 0
[Episode 705] Steps: 500 | Survival: 4/4 | Mean Reward: 254.40 | Collisions: 0 | Kills: 0
[Episode 706] Steps: 500 | Survival: 4/4 | Mean Reward: 254.25 | Collisions: 0 | Kills: 0
[Episode 707] Steps: 500 | Survival: 4/4 | Mean Reward: 250.25 | Collisions: 0 | Kills: 0
[Episode 708] Steps: 500 | Survival: 4/4 | Mean Reward: 254.79 | Collisions: 0 | Kills: 0
[Episode 709] Steps: 500 | Survival: 4/4 | Mean Reward: 254.75 | Collisions: 0 | Kills: 0
[Episode 710] Steps: 500 | Survival: 4/4 | Mean Reward: 254.00 | Collisions: 0 | Kills: 0
[Episode 711] Steps: 500 | Survival: 4/4 | Mean Reward: 255.00 | Collisions: 0 | Kills: 0
[Episode 712] Steps: 500 | Survival: 4/4 | Mean Reward: 254.62 | Collisions: 0 | Kills: 0
[Episode 713] Steps: 500 | Survival: 4/4 | Mean Reward: 254.87 | Collisions: 0 | Kills: 0
[Episode 714] Steps: 500 | Survival: 4/4 | Mean Reward: 254.75 | Collisions: 0 | Kills: 0
[Episode 715] Steps: 500 | Survival: 4/4 | Mean Reward: 254.87 | Collisions: 0 | Kills: 0
[Episode 716] Steps: 500 | Survival: 4/4 | Mean Reward: 254.87 | Collisions: 0 | Kills: 0
[Episode 717] Steps: 500 | Survival: 4/4 | Mean Reward: 254.87 | Collisions: 0 | Kills: 0
[Episode 718] Steps: 500 | Survival: 4/4 | Mean Reward: 254.62 | Collisions: 0 | Kills: 0
[Episode 719] Steps: 500 | Survival: 4/4 | Mean Reward: 254.12 | Collisions: 0 | Kills: 0
[Episode 720] Steps: 500 | Survival: 4/4 | Mean Reward: 253.50 | Collisions: 0 | Kills: 0
[Episode 721] Steps: 500 | Survival: 4/4 | Mean Reward: 251.36 | Collisions: 0 | Kills: 0
[Episode 722] Steps: 500 | Survival: 4/4 | Mean Reward: 251.27 | Collisions: 0 | Kills: 0
[Episode 723] Steps: 500 | Survival: 4/4 | Mean Reward: 252.97 | Collisions: 0 | Kills: 0
[Episode 724] Steps: 500 | Survival: 4/4 | Mean Reward: 252.87 | Collisions: 0 | Kills: 0
[Episode 725] Steps: 500 | Survival: 4/4 | Mean Reward: 250.75 | Collisions: 0 | Kills: 0
[Episode 726] Steps: 500 | Survival: 4/4 | Mean Reward: 251.09 | Collisions: 0 | Kills: 0
[Episode 727] Steps: 500 | Survival: 4/4 | Mean Reward: 253.62 | Collisions: 0 | Kills: 0
[Episode 728] Steps: 500 | Survival: 4/4 | Mean Reward: 252.71 | Collisions: 0 | Kills: 0
